aX,aY,aZ,gX,gY,gZ
0.148,-0.011,0.475,-3.174,6.104,-1.709
0.150,-0.008,0.486,-2.502,5.981,-2.502
0.154,-0.010,0.496,-2.625,5.920,-3.235
0.186,-0.018,0.510,-3.296,6.348,-3.540
0.159,-0.023,0.519,-3.296,6.836,-3.235
0.152,-0.024,0.529,-3.784,7.141,-2.869
0.148,-0.023,0.532,-5.188,7.446,-2.197
0.146,-0.016,0.532,-6.287,8.179,-1.587
0.140,-0.004,0.561,-7.141,8.301,-0.122
0.140,0.012,0.531,-8.667,8.057,0.244
0.132,0.025,0.528,-9.827,7.629,1.038
0.130,0.035,0.528,-11.169,6.836,1.465
0.122,0.040,0.529,-12.695,7.141,1.892
0.120,0.042,0.530,-13.184,6.531,2.075
0.118,0.047,0.531,-12.390,6.714,2.258
0.119,0.048,0.534,-12.878,6.226,2.319
0.118,0.045,0.533,-13.367,6.897,2.930
0.113,0.041,0.526,-13.062,6.165,3.174
0.110,0.039,0.524,-13.550,6.287,3.662
0.106,0.041,0.525,-13.489,5.371,3.845
0.099,0.045,0.520,-13.916,4.456,3.601

0.740,0.364,1.548,53.772,-224.487,80.200
0.730,0.343,1.735,60.852,-203.674,70.007
0.761,0.325,1.873,66.284,-182.007,59.387
0.793,0.296,1.993,70.984,-157.898,49.805
0.809,0.250,2.082,72.754,-140.503,42.908
0.845,0.232,2.169,67.871,-120.605,38.513
0.864,0.188,2.248,56.580,-106.506,37.842
0.899,0.151,2.340,45.837,-95.398,41.870
0.925,0.117,2.386,29.602,-88.501,48.218
0.952,0.078,2.449,15.442,-83.618,59.204
0.966,0.045,2.514,0.244,-78.857,70.496
0.973,0.015,2.549,-10.193,-75.134,83.008
0.968,0.004,2.593,-20.874,-69.763,92.529
0.956,0.014,2.637,-28.687,-63.171,101.868
0.942,0.052,2.692,-38.269,-52.185,108.521
0.921,0.128,2.731,-47.058,-41.138,114.319
0.893,0.188,2.758,-56.335,-27.222,118.408
0.850,0.234,2.760,-64.819,-17.700,122.314
0.822,0.271,2.749,-69.763,-6.104,125.244
0.795,0.295,2.729,-71.289,2.747,127.563
0.764,0.311,2.692,-70.313,15.808,129.272
0.736,0.322,2.653,-66.956,28.137,129.761
0.699,0.318,2.565,-64.575,43.762,129.089
0.669,0.310,2.509,-59.570,56.091,128.662
0.685,0.380,2.362,-61.035,58.838,132.141
0.664,0.316,2.205,-47.668,66.650,131.653
0.573,0.229,2.294,-52.612,89.478,143.005
0.513,0.313,1.934,-39.429,73.242,125.793
0.547,0.172,2.042,-14.893,69.458,124.146
0.686,0.177,2.104,-17.029,110.168,148.010
0.395,0.271,1.475,21.179,128.418,148.926
0.390,0.348,1.458,20.935,117.615,137.268
0.395,0.358,1.470,0.183,113.770,132.874
0.424,0.324,1.497,10.986,118.103,135.437
0.477,0.318,1.476,9.583,128.174,143.127
0.488,0.331,1.463,10.376,136.780,147.766
0.479,0.346,1.396,11.841,142.761,149.475
0.457,0.404,1.321,14.893,145.935,149.048
0.423,0.417,1.280,15.808,144.104,147.644
0.396,0.453,1.249,14.648,140.991,145.630
0.406,0.481,1.240,13.794,137.024,144.104
0.359,0.503,1.241,14.038,133.423,143.066
0.373,0.528,1.247,15.869,130.554,141.785
0.373,0.571,1.291,16.602,133.911,139.648
0.363,0.625,1.286,15.991,136.902,137.634
0.339,0.627,1.269,17.517,138.916,136.963
0.331,0.678,1.247,17.700,144.531,135.315
0.319,0.728,1.223,17.151,148.804,130.737
0.296,0.760,1.177,18.494,153.137,124.390
0.276,0.792,1.140,19.531,156.067,117.371
0.258,0.809,1.102,20.508,158.691,109.253
0.250,0.813,1.062,22.156,161.072,101.990
0.248,0.810,1.038,23.499,163.269,92.957
0.251,0.807,1.005,25.940,166.809,86.304
0.252,0.809,0.974,28.320,170.715,78.491
0.247,0.816,0.937,28.931,176.025,72.571
0.255,0.828,0.912,29.541,180.481,67.444
0.244,0.820,0.860,28.809,184.753,61.646
0.232,0.819,0.821,29.785,187.134,57.556
0.230,0.828,0.784,30.212,188.232,52.917
0.233,0.840,0.746,30.334,189.697,48.035
0.230,0.843,0.710,30.457,190.674,40.527
0.202,0.783,0.575,36.621,176.758,27.649
0.209,0.777,0.567,34.424,171.936,26.978
0.219,0.773,0.562,31.189,168.274,24.170
0.224,0.761,0.546,27.283,166.870,20.142
0.220,0.745,0.530,20.630,166.199,0.061
0.212,0.737,0.474,14.832,164.429,10.437
0.201,0.723,0.472,6.653,162.109,5.615
0.195,0.712,0.436,-0.610,157.715,0.244
0.196,0.698,0.400,-7.385,151.794,-4.395
0.204,0.669,0.375,-11.169,146.240,-9.399
0.214,0.636,0.354,-14.343,138.733,-13.367
0.218,0.595,0.346,-15.320,133.240,-17.761
0.219,0.533,0.344,-12.878,128.906,-20.508
0.217,0.535,0.341,-11.292,126.953,-23.560
0.219,0.522,0.335,-8.301,127.563,-25.879
0.225,0.514,0.331,-5.432,128.845,-28.564
0.223,0.510,0.317,-2.258,130.981,-31.494
0.220,0.508,0.298,1.282,132.019,-35.034
0.222,0.499,0.280,2.197,131.775,-38.879
0.221,0.479,0.267,4.578,131.592,-42.480
0.220,0.457,0.261,6.592,130.554,-46.631
0.216,0.425,0.251,7.263,129.883,-49.561
0.210,0.398,0.242,7.385,128.662,-52.734
0.212,0.363,0.232,8.362,127.502,-55.054
0.216,0.336,0.223,8.545,127.014,-56.946
0.223,0.306,0.206,9.399,126.160,-58.044
0.228,0.271,0.194,10.864,125.549,-59.143
0.231,0.242,0.176,12.573,124.817,-59.204
0.226,0.212,0.160,12.268,123.962,-58.716
0.214,0.191,0.136,13.306,123.535,-57.617
0.200,0.181,0.117,13.245,122.192,-56.274
0.189,0.184,0.093,12.329,120.850,-55.237
0.177,0.197,0.075,10.559,118.774,-54.688
0.169,0.214,0.031,8.118,114.746,-55.420
0.161,0.228,0.045,4.761,111.511,-56.335
0.155,0.235,0.034,1.770,107.666,-58.533
0.131,0.203,-0.018,-10.132,93.689,-65.796
0.126,0.189,-0.039,-12.024,91.858,-66.956
0.114,0.178,-0.055,-11.841,89.172,-68.787
0.109,0.168,-0.079,-10.803,87.952,-70.557
0.102,0.157,-0.094,-10.010,85.205,-73.120
0.096,0.139,-0.112,-6.836,84.290,-75.684
0.091,0.118,-0.126,-3.174,82.947,-78.491
0.087,0.092,-0.136,1.953,81.421,-80.322
0.081,0.072,-0.140,6.165,80.750,-82.458
0.069,0.049,-0.145,11.658,80.139,-83.313
0.054,0.032,-0.148,15.015,80.444,-83.679
0.045,0.026,-0.157,16.479,81.848,-83.862
0.034,0.026,-0.174,15.503,81.848,-84.473
0.025,0.029,-0.204,14.038,80.261,-84.656
0.016,0.029,-0.231,12.634,77.637,-84.900
0.012,0.030,-0.258,9.827,72.693,-85.083
0.002,0.022,-0.279,6.714,68.054,-84.229
-0.008,0.012,-0.297,4.761,61.523,-83.069
-0.021,-0.001,-0.308,2.747,56.152,-80.505
-0.030,-0.010,-0.317,0.488,50.354,-78.735
-0.039,-0.021,-0.324,-0.244,46.631,-75.928
-0.047,-0.019,-0.330,-0.732,43.335,-73.486
-0.056,-0.010,-0.342,-0.916,40.833,-70.740
-0.066,0.001,-0.367,-2.197,37.659,-69.031
-0.075,0.017,-0.390,-2.136,33.875,-67.261
-0.080,0.034,-0.417,-3.052,29.724,-65.918
-0.086,0.042,-0.439,-4.089,24.292,-64.636
-0.100,0.049,-0.459,-4.822,18.127,-63.599
-0.155,0.058,-0.485,-4.578,-3.113,-60.181
-0.160,0.063,-0.497,-5.188,-6.348,-60.730
-0.162,0.068,-0.509,-4.517,-9.888,-61.768
-0.162,0.074,-0.557,-3.784,-13.611,-63.354
-0.159,0.074,-0.546,-2.869,-18.250,-65.247
-0.159,0.072,-0.563,-1.953,-23.987,-66.711
-0.157,0.065,-0.569,-0.610,-29.907,-68.298
-0.157,0.060,-0.581,1.526,-34.668,-69.946
-0.155,0.045,-0.587,3.479,-38.574,-72.083
-0.149,0.030,-0.597,5.615,-42.419,-73.608
-0.134,0.010,-0.607,7.812,-45.105,-75.378
-0.116,-0.004,-0.627,9.399,-49.988,-77.087
-0.095,-0.022,-0.641,11.719,-55.664,-78.186
-0.077,-0.035,-0.651,13.367,-62.439,-78.979
-0.059,-0.056,-0.655,14.343,-69.580,-79.712
-0.042,-0.074,-0.652,15.381,-76.965,-79.895
-0.023,-0.097,-0.645,16.724,-83.069,-79.712
-0.009,-0.123,-0.636,18.738,-90.454,-79.773
0.012,-0.147,-0.624,19.897,-96.619,-78.491
0.060,-0.170,-0.609,22.827,-101.746,-76.965
0.053,-0.190,-0.595,26.306,-106.995,-74.951
0.127,-0.261,-0.526,40.955,-123.901,-63.965
0.146,-0.277,-0.511,44.800,-127.502,-60.730
0.164,-0.283,-0.493,47.119,-131.958,-57.068
0.183,-0.288,-0.482,49.377,-135.620,-52.673
0.203,-0.283,-0.470,50.537,-140.625,-49.866
0.223,-0.285,-0.459,50.903,-144.165,-45.654
0.243,-0.287,-0.447,50.903,-149.353,-42.236
0.268,-0.289,-0.434,49.133,-153.931,-37.598
0.283,-0.294,-0.422,47.241,-158.630,-34.302
0.304,-0.297,-0.405,45.471,-164.856,-30.273
0.323,-0.304,-0.383,41.748,-170.898,-26.672
0.347,-0.307,-0.350,38.452,-176.758,-22.339
0.363,-0.319,-0.310,34.912,-182.190,-18.921
0.375,-0.336,-0.273,32.898,-186.951,-15.442
0.386,-0.352,-0.235,32.227,-189.941,-12.756
0.403,-0.372,-0.202,31.738,-191.406,-8.667
0.425,-0.386,-0.172,32.654,-192.383,-5.371
0.490,-0.393,-0.125,28.015,-200.623,12.085
0.502,-0.390,-0.115,25.940,-205.872,15.747
0.511,-0.382,-0.100,23.254,-209.656,19.226
0.516,-0.376,-0.085,21.118,-215.454,22.522
0.519,-0.375,-0.071,19.043,-219.849,25.391
0.520,-0.368,-0.060,17.456,-225.525,28.442
0.518,-0.368,-0.047,17.151,-230.164,30.945
0.516,-0.372,-0.036,19.104,-235.962,34.302
0.524,-0.373,-0.021,23.071,-240.723,36.926
0.533,-0.369,-0.009,28.442,-246.948,39.673
0.539,-0.358,0.010,35.400,-251.770,42.419
0.545,-0.353,0.024,41.626,-258.667,46.570
0.550,-0.338,0.052,50.171,-267.029,50.354
0.558,-0.309,0.089,56.824,-275.574,54.504
0.577,-0.251,0.149,63.538,-285.706,58.044
0.600,-0.257,0.220,69.580,-293.274,61.829
0.626,-0.235,0.314,75.684,-301.758,64.331
0.653,-0.207,0.410,79.956,-306.763,67.810
0.676,-0.173,0.543,81.055,-310.852,70.007
0.696,-0.114,0.666,81.116,-311.523,72.510
0.708,-0.052,0.826,78.552,-310.608,74.280
0.714,0.034,0.971,73.792,-308.228,74.036
0.733,0.327,1.630,38.696,-272.461,59.265
0.735,0.367,1.782,27.344,-255.066,53.772
0.736,0.403,1.886,17.944,-239.624,46.814
0.729,0.423,1.984,9.521,-219.849,42.664
0.715,0.445,2.038,-0.061,-203.369,38.696
0.698,0.461,2.079,-7.812,-183.594,34.668
0.658,0.465,2.091,-15.869,-167.053,30.762
0.671,0.460,2.124,-22.644,-151.001,26.550
0.659,0.453,2.079,-28.992,-137.817,24.414
0.644,0.441,2.056,-34.058,-124.756,21.790
0.598,0.416,2.018,-42.114,-114.258,19.897
0.605,0.385,2.015,-49.133,-103.882,18.555
0.516,0.367,1.940,-57.556,-98.145,16.907
0.553,0.312,1.855,-63.171,-90.759,15.381
0.557,0.224,1.877,-70.679,-80.200,13.977
0.506,0.256,1.781,-70.923,-81.482,12.634
0.503,0.072,1.796,-79.468,-74.280,14.771
0.385,0.053,1.673,-81.482,-72.998,39.429
0.289,0.174,1.544,-80.261,-95.642,52.673
0.547,0.254,1.655,-82.825,-81.238,13.000
0.654,0.033,1.825,-87.402,-56.519,-25.635
0.593,-0.130,1.812,-81.482,-6.042,-23.010
0.477,-0.144,1.579,-67.139,33.386,7.141
0.332,-0.118,1.362,-60.059,32.288,42.175
0.244,-0.130,1.163,-51.208,0.244,62.805
0.276,-0.093,1.094,-41.199,-37.170,70.740
0.357,-0.015,1.158,-33.875,-67.688,65.002
0.410,0.064,1.259,-33.386,-73.608,52.368
0.399,0.075,1.361,-36.621,-60.059,40.161
0.291,-0.034,1.212,-61.951,2.380,29.724
0.308,-0.013,1.141,-47.302,3.235,32.532
0.306,0.010,1.076,-48.157,-0.061,33.997
0.302,0.031,1.047,-46.631,-5.798,34.180
0.293,0.041,1.047,-44.434,-10.681,32.715
0.292,0.044,1.052,-42.908,-11.536,32.410
0.292,0.042,1.049,-42.236,-8.118,32.837
0.300,0.043,1.034,-41.321,-2.991,33.325
0.299,0.048,0.999,-41.687,3.418,33.386
0.293,0.055,0.943,-41.687,7.629,33.020
0.275,0.060,0.897,-41.504,9.827,30.396
0.258,0.062,0.846,-41.077,11.292,28.870
0.233,0.057,0.808,-41.016,11.047,27.710
0.223,0.053,0.764,-40.588,10.620,26.978
0.210,0.051,0.738,-39.795,8.423,25.757
0.207,0.041,0.710,-38.086,7.996,24.170
0.203,0.030,0.692,-35.950,6.836,22.522
0.193,0.020,0.672,-33.386,7.568,20.813
0.177,0.010,0.648,-29.358,6.531,20.386
0.167,0.005,0.628,-25.513,6.104,19.592
0.160,-0.001,0.615,-20.264,6.042,19.043
0.153,-0.001,0.604,-15.198,5.493,18.311
0.154,-0.006,0.598,-9.705,5.127,17.456
0.153,-0.005,0.594,-5.676,4.883,15.808
0.151,-0.005,0.591,-0.122,5.737,14.648
0.153,-0.005,0.586,2.808,5.981,13.123
0.156,-0.004,0.585,7.263,6.531,12.451
0.164,0.002,0.585,10.132,7.019,11.353
0.172,0.008,0.581,12.268,7.263,10.681
0.179,0.015,0.583,13.977,5.676,10.010
0.186,0.021,0.589,15.259,5.127,9.216
0.188,0.025,0.593,15.808,3.784,9.155
0.191,0.026,0.599,15.869,4.028,9.216
0.194,0.026,0.605,15.015,5.432,9.766
0.195,0.029,0.605,14.648,5.432,10.498
0.195,0.035,0.601,14.648,7.935,10.315
0.194,0.043,0.591,12.817,8.423,10.315
0.195,0.049,0.583,10.437,10.498,10.315
0.195,0.057,0.571,7.812,10.742,9.766
0.194,0.060,0.562,5.615,11.658,9.521
0.190,0.063,0.544,2.869,11.780,9.338
0.187,0.067,0.529,1.160,11.719,8.850
0.175,0.070,0.516,-1.465,11.780,8.240
0.187,0.071,0.506,-3.906,11.292,6.836
0.180,0.068,0.495,-4.333,10.376,5.554
0.182,0.061,0.490,-5.615,11.108,4.639
0.186,0.062,0.480,-6.287,11.353,3.723
0.181,0.054,0.460,-6.592,11.475,2.380
0.173,0.044,0.446,-6.287,9.888,0.549
0.171,0.033,0.433,-4.272,10.620,-0.977
0.170,0.022,0.426,-3.540,10.193,-2.930
0.169,0.010,0.417,-1.892,10.071,-4.395
0.176,-0.007,0.414,0.244,10.498,-5.188
0.177,-0.020,0.412,2.075,11.841,-6.348
0.182,-0.029,0.409,3.296,11.902,-6.836
0.186,-0.036,0.396,5.676,12.451,-7.812
0.185,-0.039,0.392,6.531,12.512,-8.484
0.190,-0.045,0.384,7.812,11.780,-8.423
0.198,-0.056,0.380,8.484,11.108,-8.057
0.200,-0.071,0.378,10.193,9.583,-7.019
0.201,-0.081,0.376,12.451,8.850,-5.798
0.198,-0.083,0.382,15.320,7.874,-3.662
0.194,-0.083,0.393,16.602,7.996,-1.953
0.188,-0.075,0.399,16.602,8.728,-0.122
0.185,-0.064,0.402,16.907,8.667,0.854
0.186,-0.057,0.404,17.151,9.399,1.892
0.190,-0.045,0.402,15.320,8.911,2.686
0.190,-0.036,0.404,14.099,8.362,3.662
0.184,-0.001,0.401,12.146,6.897,4.211
0.187,-0.026,0.400,10.681,6.653,5.249
0.184,-0.027,0.401,10.132,5.371,5.615
0.181,-0.019,0.403,9.155,5.432,5.249
0.176,-0.013,0.400,9.521,4.639,5.310
0.177,-0.007,0.401,10.071,4.700,4.639
0.182,0.000,0.402,9.277,3.174,3.601
0.185,0.007,0.408,9.888,3.174,3.174
0.187,0.013,0.417,10.132,3.174,2.441
0.186,0.014,0.424,9.155,3.235,1.892
0.182,0.016,0.425,8.118,2.319,1.343
0.183,0.013,0.428,7.629,2.625,0.610
0.184,0.003,0.431,7.507,2.014,-0.122
0.188,-0.004,0.433,6.592,1.831,-0.916
0.194,-0.017,0.439,6.836,1.831,-1.038
0.196,-0.026,0.445,7.324,1.831,-0.488
0.194,-0.032,0.454,6.775,2.441,-0.488

0.529,-0.707,1.325,30.884,-209.839,103.333
0.543,-0.696,1.417,41.870,-201.721,104.126
0.566,-0.680,1.485,50.476,-191.284,105.835
0.574,-0.665,1.558,57.068,-179.810,109.131
0.574,-0.633,1.605,58.716,-169.983,116.150
0.574,-0.580,1.657,56.885,-162.964,122.803
0.559,-0.507,1.703,52.979,-158.508,131.958
0.545,-0.440,1.765,46.082,-155.762,138.672
0.529,-0.351,1.828,39.307,-152.893,145.264
0.525,-0.285,1.901,33.081,-148.865,148.804
0.532,-0.215,1.962,26.367,-141.052,150.513
0.545,-0.161,2.024,22.095,-130.676,151.123
0.554,-0.073,2.066,16.235,-119.507,149.963
0.552,0.007,2.104,10.193,-107.727,146.362
0.539,0.085,2.128,1.465,-98.389,141.907
0.515,0.123,2.142,-5.737,-88.562,136.902
0.498,0.128,2.152,-13.184,-80.627,132.446
0.491,0.105,2.161,-16.785,-70.557,126.404
0.503,0.060,2.165,-16.663,-59.387,122.192
0.518,0.013,2.168,-16.357,-46.204,117.371
0.518,-0.031,2.163,-15.930,-33.630,115.173
0.465,0.009,2.160,-31.128,-0.183,121.704
0.466,0.033,2.175,-35.645,4.517,124.695
0.470,0.054,2.200,-38.513,10.559,127.075
0.474,0.066,2.219,-39.551,18.188,130.615
0.474,0.086,2.240,-39.490,29.358,133.850
0.454,0.120,2.238,-39.917,37.720,137.268
0.437,0.159,2.229,-39.612,48.035,141.113
0.422,0.233,2.215,-39.001,54.688,145.203
0.413,0.307,2.047,-39.673,59.631,147.156
0.420,0.374,2.204,-34.851,64.392,149.719
0.285,0.514,2.092,-30.151,53.040,144.958
0.411,0.485,2.247,-18.494,57.068,139.038
0.472,0.564,2.332,-20.874,88.074,146.423
0.415,0.601,2.245,-17.578,116.394,150.391
0.363,0.627,2.087,-7.751,119.263,148.315
0.328,0.718,2.043,1.770,115.601,142.151
0.352,0.800,2.024,3.723,113.220,135.071
0.359,0.851,2.035,-0.793,117.065,132.568
0.372,0.903,2.052,-7.507,126.160,132.080
0.357,0.937,2.003,-14.709,137.878,131.775
0.331,0.952,1.940,-18.494,142.456,127.747
0.327,0.959,1.867,-19.287,145.264,123.535
0.309,0.963,1.806,-19.714,148.193,118.652
0.279,0.965,1.725,-18.372,151.245,113.220
0.253,0.967,1.700,-14.282,152.405,110.229
0.240,0.982,1.684,-9.766,152.161,108.582
0.245,1.014,1.692,-5.371,154.602,106.628
0.255,1.043,1.699,-2.991,159.119,103.699
0.265,1.067,1.689,-1.038,166.504,100.769
0.259,1.098,1.578,5.615,187.988,85.266
0.252,1.118,1.545,4.944,191.223,83.008
0.243,1.141,1.490,3.052,194.580,80.872
0.241,1.170,1.441,2.197,196.411,77.454
0.248,1.193,1.387,-15.625,196.594,74.219
0.258,1.213,1.346,-2.930,196.350,70.557
0.276,1.214,1.310,-5.310,195.251,65.002
0.288,1.209,1.270,-8.606,194.641,60.608
0.294,1.199,1.195,-9.949,196.045,55.847
0.293,1.191,1.167,-12.695,197.021,51.514
0.288,1.198,1.115,-15.442,198.608,46.021
0.288,1.205,1.042,-18.921,200.745,41.199
0.292,1.211,0.977,-21.362,202.698,34.546
0.295,1.209,0.899,-24.963,202.820,29.053
0.295,1.189,0.840,-27.466,202.820,21.973
0.307,1.163,0.781,-30.579,201.599,16.541
0.320,1.126,0.739,-33.020,200.317,11.719
0.329,1.085,0.685,-34.851,197.937,7.019
0.340,1.049,0.632,-36.926,195.618,3.540
0.358,1.022,0.585,-40.466,196.289,-2.686
0.358,0.974,0.497,-44.189,195.801,-8.118
0.340,0.923,0.377,-45.105,189.575,-15.137
0.329,0.875,0.325,-44.495,180.603,-19.592
0.326,0.837,0.275,-43.945,170.471,-25.391
0.336,0.794,0.235,-44.373,161.560,-29.541
0.348,0.739,0.217,-44.312,156.860,-35.522
0.354,0.658,0.200,-43.091,155.823,-40.222
0.351,0.629,0.179,-40.833,157.043,-45.410
0.338,0.579,0.147,-36.499,157.776,-49.377
0.330,0.526,0.117,-32.898,158.203,-52.734
0.327,0.484,0.068,-28.687,157.471,-55.176
0.328,0.431,0.031,-24.170,155.151,-59.204
0.343,0.257,-0.035,0.366,141.968,-65.918
0.335,0.229,-0.044,6.409,141.235,-66.223
0.327,0.208,-0.057,11.169,141.479,-67.322
0.310,0.190,-0.081,31.189,142.151,-68.054
0.294,0.169,-0.114,21.667,142.578,-69.519
0.278,0.146,-0.159,28.015,142.395,-70.679
0.267,0.134,-0.198,35.828,141.602,-71.106
0.259,0.131,-0.248,41.260,139.771,-70.984
0.221,0.136,-0.288,47.302,136.963,-70.801
0.241,0.140,-0.326,51.331,132.324,-70.557
0.229,0.148,-0.360,54.199,127.563,-70.007
0.207,0.162,-0.383,54.871,119.568,-71.411
0.189,0.180,-0.401,54.626,111.145,-73.181
0.180,0.189,-0.419,53.406,101.379,-76.416
0.177,0.195,-0.427,51.636,92.285,-79.285
0.175,0.189,-0.429,49.683,83.435,-82.703
0.173,0.175,-0.422,45.898,75.989,-85.327
0.168,0.168,-0.413,41.565,70.313,-87.646
0.162,0.166,-0.403,35.156,62.927,-90.454
0.157,0.158,-0.392,29.602,56.641,-93.445
0.153,0.149,-0.375,22.339,48.950,-96.008
0.153,0.133,-0.360,15.503,42.419,-97.961
0.153,0.121,-0.342,9.705,37.048,-99.182
0.159,0.100,-0.325,4.883,33.752,-100.891
0.160,0.080,-0.316,-0.366,31.128,-101.868
0.165,0.058,-0.306,-3.113,30.151,-102.600
0.161,0.038,-0.293,-5.981,29.480,-103.333
0.088,-0.073,-0.320,-6.897,36.072,-97.595
0.066,-0.086,-0.341,-5.188,38.757,-94.604
0.048,-0.086,-0.371,-3.540,41.321,-92.468
0.035,-0.075,-0.409,-3.296,43.335,-90.149
0.022,-0.055,-0.466,-4.700,42.480,-89.233
0.015,-0.035,-0.513,-6.042,39.856,-88.684
0.007,-0.024,-0.557,-7.751,33.630,-88.318
0.001,-0.021,-0.583,-7.507,27.283,-87.891
-0.004,-0.027,-0.607,-7.019,21.057,-87.830
-0.012,-0.027,-0.617,-6.653,15.259,-88.257
-0.017,-0.034,-0.628,-5.005,10.803,-88.806
-0.022,-0.042,-0.637,-2.441,5.554,-89.417
-0.027,-0.057,-0.646,0.671,1.526,-90.210
-0.026,-0.077,-0.653,3.113,-3.967,-90.637
-0.024,-0.103,-0.654,7.080,-8.301,-90.393
-0.022,-0.126,-0.653,10.132,-14.038,-89.539
-0.024,-0.153,-0.659,12.878,-19.897,-88.623
-0.025,-0.177,-0.659,14.099,-25.452,-87.280
-0.019,-0.208,-0.661,16.663,-30.945,-85.754
-0.009,-0.227,-0.668,19.226,-36.438,-83.923
0.001,-0.250,-0.675,21.729,-41.992,-81.177
0.008,-0.271,-0.684,24.902,-47.180,-78.308
0.042,-0.354,-0.687,35.034,-70.313,-64.148
0.057,-0.368,-0.683,37.231,-76.660,-60.730
0.093,-0.389,-0.677,40.100,-81.421,-57.434
0.077,-0.405,-0.666,42.603,-87.036,-53.406
0.090,-0.416,-0.661,45.532,-91.187,-49.744
0.108,-0.422,-0.626,47.974,-96.619,-45.288
0.153,-0.428,-0.651,50.903,-100.281,-40.771
0.142,-0.429,-0.646,53.101,-105.469,-35.889
0.157,-0.430,-0.638,55.481,-109.375,-16.052
0.178,-0.432,-0.634,57.007,-114.441,-26.184
0.193,-0.423,-0.628,58.167,-119.019,-22.034
0.209,-0.410,-0.629,58.777,-124.878,-16.724
0.227,-0.393,-0.632,58.350,-130.493,-12.268
0.244,-0.378,-0.633,57.861,-137.756,-8.728
0.266,-0.368,-0.629,57.617,-144.348,-4.211
0.286,-0.365,-0.619,57.190,-152.161,-0.977
0.306,-0.357,-0.605,56.641,-157.837,3.418
0.329,-0.355,-0.588,55.786,-166.138,6.653
0.357,-0.356,-0.571,55.237,-171.753,11.230
0.447,-0.339,-0.495,48.157,-197.876,30.151
0.468,-0.338,-0.480,44.983,-205.322,33.997
0.488,-0.324,-0.470,41.870,-212.097,38.330
0.502,-0.310,-0.455,38.330,-220.398,41.199
0.521,-0.299,-0.445,34.485,-227.417,43.457
0.537,-0.302,-0.429,30.518,-236.938,45.166
0.560,-0.308,-0.419,29.053,-244.202,47.363
0.582,-0.318,-0.406,28.137,-253.540,49.377
0.608,-0.324,-0.395,28.748,-260.620,52.002
0.628,-0.325,-0.373,30.090,-270.996,54.688
0.635,-0.305,-0.346,30.518,-294.922,58.289
0.638,-0.254,-0.308,31.921,-291.382,60.120
0.638,-0.260,-0.264,34.180,-301.575,61.462
0.643,-0.249,-0.190,38.635,-313.721,62.195
0.665,-0.238,-0.117,41.687,-322.693,63.354
0.689,-0.231,-0.023,47.119,-331.055,64.087
0.712,-0.225,0.064,52.002,-335.937,65.918
0.725,-0.205,0.176,56.580,-341.125,69.031
0.738,-0.164,0.283,58.655,-345.276,72.571
0.751,-0.117,0.418,59.265,-350.098,75.195
0.767,-0.053,0.546,56.824,-354.248,77.026
0.837,0.129,1.212,41.443,-353.943,78.491
0.853,0.179,1.404,36.621,-343.506,77.515
0.870,0.258,1.556,28.320,-332.153,75.623
0.878,0.342,1.738,20.203,-316.895,73.608
0.880,0.454,1.886,8.301,-303.467,69.946
0.865,0.542,2.061,-2.991,-287.476,64.087
0.840,0.625,2.198,-16.479,-275.208,57.800
0.811,0.664,2.363,-26.794,-259.216,46.265
0.792,0.674,2.485,-35.889,-244.934,39.063
0.786,0.671,2.613,-41.626,-224.915,31.921
0.776,0.643,2.660,-47.974,-206.482,26.306
0.753,0.604,2.698,-52.246,-186.340,20.569
0.719,0.532,2.704,-54.810,-160.217,16.907
0.676,0.528,2.680,-54.749,-138.550,12.756
0.630,0.499,2.629,-52.917,-113.708,8.911
0.588,0.453,2.572,-50.781,-93.567,4.517
0.550,0.376,2.484,-48.340,-72.021,0.244
0.511,0.331,2.402,-45.349,-57.983,-4.639
0.485,0.270,2.305,-40.161,-44.800,-7.446
0.470,0.119,2.232,-37.964,-33.264,-6.287
0.411,0.164,2.056,-29.602,-29.663,-3.296
0.508,0.104,2.147,-32.532,-16.907,-3.967
0.253,0.044,1.867,-32.166,-13.428,19.104
0.451,0.225,1.875,-24.353,-18.799,-10.193
0.495,0.056,1.965,-17.395,10.925,-34.119
0.414,-0.133,1.857,-29.785,41.748,-10.315
0.347,-0.078,1.630,-24.292,54.565,23.193
0.251,-0.045,1.448,-30.945,42.969,50.720
0.226,-0.047,1.334,-15.930,12.878,60.852
0.257,0.096,1.331,-34.363,-9.705,29.297
0.250,0.078,1.333,-37.537,2.747,23.437
0.267,0.072,1.256,-41.626,23.254,19.409
0.269,0.069,1.178,-43.762,35.095,17.090
0.264,0.063,1.051,-42.480,38.879,15.442
0.256,0.064,0.980,-38.696,34.790,14.954
0.249,0.082,0.929,-35.950,26.917,16.357
0.265,0.103,0.916,-35.400,21.851,17.395
0.271,0.122,0.909,-37.415,22.705,17.456
0.283,0.120,0.889,-40.833,25.574,16.602
0.246,0.128,0.851,-42.114,27.283,14.709
0.218,0.100,0.801,-43.884,28.992,12.207
0.193,0.083,0.761,-44.128,29.297,12.695
0.176,0.069,0.718,-44.922,30.334,14.160
0.158,0.048,0.667,-46.570,29.907,14.587
0.146,0.027,0.596,-45.959,28.381,13.611
0.138,0.007,0.586,-42.969,26.489,13.245
